CIDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,EC1,EC2,EC3,EC4,EC5,EC6
C00387,11.65003008,-1.285312736,11.65003008,0.038831727,0.398137416,283.244,270.14,283.0916685,108,0,1,1,0,0,0
C00388,5.265833333,0.671481482,5.265833333,0.671481482,0.560081635,111.148,102.076,111.0796473,44,1,1,0,0,0,1
C00389,12.14287431,-0.887671485,12.14287431,0.133919123,0.43419044,302.238,292.158,302.0426527,112,1,1,0,0,0,0
C00392,8.95662037,-1.669305556,8.95662037,0.725818216,0.261262653,182.172,168.06,182.0790382,74,1,1,0,0,0,0
C00394,12.28368904,-5.595602014,12.28368904,0.114080792,0.120097452,605.343,580.143,605.077153,220,0,1,1,0,0,0
C00398,5.496864135,0.710166289,5.496864135,0.710166289,0.689023651,160.22,148.124,160.1000484,62,1,1,0,0,0,0
C00400,9.709768519,-0.028935185,9.709768519,0.028935185,0.617949458,156.269,136.109,156.1514153,66,1,1,0,0,0,0
C00401,11.59123958,-1.566298186,11.59123958,0.46122323,0.266835162,379.318,358.15,379.1114605,148,0,1,0,0,1,0
C00402,9.846435185,-1.294074074,9.846435185,0.532407407,0.452021255,133.103,126.047,133.0375077,52,1,1,0,0,0,1
C00404,10.37180556,-5.461805556,10.37180556,3.064513889,0.405804533,257.952,252.912,257.9095563,80,0,1,1,0,0,0
C00405,9.636574074,-0.851851852,9.636574074,0.178240741,0.414885834,74.059,70.027,74.02420337,29,1,1,0,0,0,0
C00406,12.70267979,-5.590194252,12.70267979,0.022349779,0.036240269,943.712,899.36,943.1625531,338,1,1,0,1,0,0
C00407,10.17462963,-0.912638889,10.17462963,0.071759259,0.58394723,131.175,118.071,131.0946287,54,1,1,0,0,1,1
C00409,3.527777778,1.694444444,3.527777778,1.694444444,0.379477173,48.11,44.078,48.00337113,14,1,1,0,0,0,0
C00412,12.74100262,-5.573545976,12.74100262,0.034004458,0.032636998,1034.01,963.45,1033.376175,384,1,1,1,0,0,0
C00415,12.27639739,-1.307361255,12.27639739,0.001191952,0.275611267,443.42,422.252,443.1553314,168,1,0,0,0,0,1
C00416,10.73776077,-4.606142054,10.73776077,0.221990741,0.598933882,226.077,219.021,225.9878538,80,0,1,1,0,0,0
C00418,10.0481165,-1.277199074,10.0481165,0.096527778,0.506343428,148.158,136.062,148.0735589,60,1,1,0,0,0,0
C00422,10.78268707,-0.611851852,10.78268707,0.007453704,0.560018751,173.1,168.06,173.0086129,65,0,1,1,0,0,0
C00423,10.08581774,-0.922358277,10.08581774,0.898055556,0.648920434,148.161,140.097,148.0524295,56,1,1,0,1,0,1
C00427,10.49811305,-0.740974895,10.49811305,0.092131678,0.315104461,352.471,320.215,352.2249741,142,1,0,0,0,1,0
C00429,10.30152778,-0.387731482,10.30152778,0.200231482,0.433529569,114.104,108.056,114.0429274,44,1,0,1,0,0,0
C00430,10.32791667,-0.961296296,10.32791667,0.047453704,0.532393017,131.131,122.059,131.0582431,52,0,1,0,1,1,0
C00431,9.833307823,-0.737546296,9.833307823,0.247222222,0.516847293,117.148,106.06,117.0789786,48,1,1,0,0,0,0
C00437,10.51606434,-1.015138889,10.51606434,0.333869048,0.514273269,174.2,160.088,174.1004423,70,0,1,1,0,0,0
C00440,12.33183493,-1.299634376,12.33183493,0.038808048,0.260221951,459.463,434.263,459.1866315,176,1,1,0,0,0,0
C00441,9.805324074,-1.141574074,9.805324074,0.115740741,0.463811686,117.104,110.048,117.0425931,46,1,1,0,1,0,0
C00445,12.4289585,-1.301460297,12.4289585,0.016148447,0.292546705,456.439,434.263,456.1626078,172,0,1,1,0,0,0
C00446,10.50269747,-4.914178634,10.50269747,0.702415281,0.288909135,260.135,247.031,260.0297186,96,0,1,1,0,0,0
C00447,11.24849111,-4.993706914,11.24849111,1.122622127,0.172661036,370.14,354.012,370.0066138,132,0,0,1,1,0,0
C00448,11.2380483,-5.066255336,11.2380483,0.261032629,0.352516921,382.33,354.106,382.1310265,140,0,1,1,1,1,0
C00454,11.09077475,-5.166480874,11.09077475,0.406327957,0.365507195,293.081,281.993,292.9827448,101,0,1,1,0,0,0
C00455,11.13372383,-4.967774278,11.13372383,0.159173377,0.330084575,334.221,319.101,334.0566021,122,0,1,1,0,0,0
C00458,11.76626469,-5.653398743,11.76626469,0.037958878,0.246067458,467.157,451.029,466.9895975,160,1,1,1,0,0,0
C00460,11.70182024,-5.667017991,11.70182024,0.170262676,0.238611274,468.141,453.021,467.9736131,160,1,1,1,0,0,0
C00461,11.02457097,-0.768703704,11.02457097,0.094953704,0.491975605,203.194,190.09,203.0793725,80,1,1,1,0,0,0
C00463,3.119537037,1.206018519,3.119537037,1.206018519,0.543915591,117.151,110.095,117.0578492,44,1,1,0,1,0,0
C00464,10.85855875,-2.020271016,10.85855875,0.783568502,0.102835913,666.579,624.243,666.2218584,264,0,1,1,0,0,0
C00468,12.26195321,-0.032153526,12.26195321,0.032153526,0.777884424,270.372,248.196,270.1619799,106,1,1,0,0,0,0
C00469,7.569444444,0.25,7.569444444,0.25,0.406807966,46.069,40.021,46.04186481,20,1,1,0,0,0,0
C00470,11.81749711,-2.288551377,11.81749711,1.787661914,0.141132243,546.387,520.179,546.1068286,212,0,1,1,1,0,0
C00475,11.51087065,-1.309931028,11.51087065,0.053697589,0.448930489,243.219,230.115,243.0855205,94,0,1,1,0,0,0
C00477,13.23483873,-1.101717963,13.23483873,0.008882112,0.426981333,464.643,420.291,464.3137891,188,1,1,0,0,0,0
C00479,9.173611111,0.638888889,9.173611111,0.638888889,0.403259903,58.08,52.032,58.04186481,24,1,0,0,1,0,0
C00481,3.597222222,1.694444444,3.597222222,1.694444444,0.468343302,68.079,64.047,68.03744813,26,0,1,0,1,0,0
C00482,10.34980899,-1.049991969,10.34980899,0.113449074,0.757887717,224.212,212.116,224.0684735,86,0,1,0,0,0,1
C00483,8.89364229,0.306269841,8.89364229,0.306269841,0.635600039,137.182,126.094,137.084064,54,1,1,0,0,0,1
C00486,12.33403148,-0.921557717,12.33403148,0.068779208,0.214559734,584.673,548.385,584.2634849,224,1,1,0,0,0,0
C00487,10.12862245,-0.952824074,10.12862245,0.171111111,0.54928273,162.209,146.081,162.1124698,66,1,1,0,1,0,0
C00488,8.583333333,0.25,8.583333333,0.25,0.352325513,45.041,42.017,45.02146372,18,0,0,1,1,0,0
C00489,9.787861867,-0.947916667,9.787861867,0.063194444,0.57742036,132.115,124.051,132.0422587,52,1,0,0,0,0,1
C00490,9.871898148,-1.266296296,9.871898148,0.303240741,0.531149516,130.099,124.051,130.0266087,50,0,1,0,0,0,1
C00491,10.26917648,-1.068858287,10.26917648,0.22851096,0.336024763,240.306,228.21,240.0238489,82,1,0,0,1,0,0
C00492,10.27590515,-2.357986089,10.27590515,0.634005102,0.146432047,504.438,472.182,504.1690349,200,0,1,1,0,0,0
C00493,10.3799915,-1.291805556,10.3799915,0.069166667,0.386923458,174.152,164.072,174.0528234,68,1,1,0,0,0,0
C00497,9.721435185,-1.789351852,9.721435185,0.75462963,0.455339883,134.087,128.039,134.0215233,52,1,1,0,1,0,0
C00498,12.277462,-5.564221891,12.277462,0.041114024,0.126095233,589.344,564.144,589.0822384,214,0,1,1,0,0,0
C00506,9.958333333,-4.274212963,9.958333333,0.956018519,0.432616615,169.158,162.102,169.0044933,60,0,1,0,1,0,0
C00507,9.088287037,-1.429444444,9.088287037,0.663518519,0.326215781,164.157,152.061,164.0684735,66,1,0,0,0,1,0
C00509,12.09729844,-0.502962963,12.09729844,0.093363568,0.742113913,272.256,260.16,272.0684735,102,1,1,0,0,1,0
C00510,12.7395771,-5.575085621,12.7395771,0.03305704,0.026038418,1031.994,963.45,1031.360525,382,1,0,1,0,0,0
C00511,9.25,-0.981481482,9.25,0.833333333,0.45085806,72.063,68.031,72.02112937,28,0,1,1,0,0,0
C00512,12.67188522,-5.571524996,12.67188522,0.029190134,0.053180382,871.649,831.329,871.1414237,310,1,1,0,0,0,0
C00513,11.84810261,-5.241354478,11.84810261,0.092874277,0.166269909,477.256,456.088,477.054961,172,0,1,1,0,0,0
C00514,10.09087065,-2.197962963,10.09087065,0.842692744,0.268053512,196.155,184.059,196.0583027,78,1,0,0,1,0,0
C00515,10.03932634,-0.955138889,10.03932634,0.46412037,0.463886112,132.163,120.067,132.0898776,54,1,1,0,1,1,1
C00518,11.63438028,-1.697338435,11.63438028,0.493024965,0.243774977,395.317,374.149,395.1063751,154,0,0,1,1,0,0
C00522,10.14372685,-1.502314815,10.14372685,0.346759259,0.501521619,148.158,136.062,148.0735589,60,1,1,0,0,0,1
C00523,12.37728145,-0.054129884,12.37728145,0.012444452,0.732972735,290.447,260.207,290.2245802,118,1,1,0,0,0,0
C00525,10.62639393,-0.971961924,10.62639393,0.346574074,0.7005841,204.229,192.133,204.0898776,78,1,1,0,0,0,0
C00526,11.41198176,-0.811270314,11.41198176,0.20553288,0.55238272,228.204,216.108,228.0746215,88,1,1,0,0,0,0
C00527,12.65347189,-5.584855634,12.65347189,0.020763578,0.046852259,881.641,839.305,881.146903,316,1,1,0,0,0,0
C00534,9.45587963,-0.145462963,9.45587963,0.087083333,0.582471311,168.196,156.1,168.0898776,66,1,1,1,0,0,0
C00535,11.78734775,-0.082288176,11.78734775,0.082288176,0.734229612,288.431,260.207,288.2089301,116,1,1,0,0,1,0
C00540,12.68579458,-5.575327788,12.68579458,0.028476145,0.039622231,897.687,855.351,897.1570738,320,1,1,0,0,0,0
C00543,2.75,1.875,2.75,1.875,0.39867094,45.085,38.029,45.05784922,20,1,1,0,0,0,0
C00544,10.23948602,-1.045462963,10.23948602,0.051805556,0.568512288,168.148,160.084,168.0422587,64,1,1,0,1,0,0
C00546,9.444444444,-0.425925926,9.444444444,0.277777778,0.316605763,72.063,68.031,72.02112937,28,1,1,0,0,0,0
C00547,9.226851852,-0.794907407,9.226851852,0.087515117,0.472427208,169.18,158.092,169.0738932,66,1,1,0,0,0,0
C00553,9.709768519,-0.028935185,9.709768519,0.028935185,0.617949458,156.269,136.109,156.1514153,66,1,1,0,0,0,0
C00555,9.508194444,0.607638889,9.508194444,0.607638889,0.386333372,87.122,78.05,87.06841391,36,1,1,0,0,0,0
C00556,8.537592593,0.139722222,8.537592593,0.139722222,0.572343612,108.14,100.076,108.0575149,42,1,1,0,0,0,0
C00559,9.708654416,-0.697560941,9.708654416,0.220814122,0.628993303,251.246,238.142,251.1018393,96,0,1,1,0,0,0
C00561,8.968148148,-0.985,8.968148148,0.643518519,0.585596106,133.15,126.094,133.0527638,50,1,1,1,1,0,0
C00565,2,2,2,2,0.384462781,59.112,50.04,59.07349929,26,1,1,0,0,0,0
C00568,10.27140968,-0.930555556,10.27140968,0.258518519,0.566589187,137.138,130.082,137.0476785,52,1,1,0,1,0,0
C00573,12.50102287,-5.318214202,12.50102287,0.621409493,0.053485399,970.862,924.494,970.1348365,360,0,1,1,0,0,0
C00577,9.32587963,-1.189814815,9.32587963,0.277777778,0.40721715,90.078,84.03,90.03169405,36,1,1,0,0,0,0
C00580,2.041666667,1.75,2.041666667,1.75,0.402816811,62.137,56.089,62.01902119,20,1,1,0,0,0,0
C00581,9.689027778,-1.027592593,9.689027778,0.296296296,0.262533849,117.108,110.052,117.0538265,46,0,1,1,0,0,0
C00582,12.68046261,-5.571954872,12.68046261,0.029621471,0.049823745,885.676,843.34,885.1570738,316,1,1,1,0,0,0
C00583,8.111111111,-0.560185185,8.111111111,0.138888889,0.435834997,76.095,68.031,76.0524295,32,1,0,0,1,0,0
C00587,10.24203704,-1.031574074,10.24203704,0.02787037,0.610258506,138.122,132.074,138.0316941,52,1,0,0,0,0,1
C00588,10.18237245,-4.261766975,10.18237245,0.077160494,0.468802658,184.152,169.032,184.073321,68,0,1,1,0,0,0
C00590,9.261898857,0.003166572,9.261898857,0.003166572,0.73890522,180.203,168.107,180.0786442,70,1,1,0,0,0,0
C00593,9.555555556,-4.04224537,9.555555556,0.12037037,0.381170597,124.117,120.085,123.9830296,42,1,1,0,0,0,0
C00596,9.723148148,-1.342685185,9.723148148,0.694444444,0.315343706,114.1,108.052,114.0316941,44,0,0,1,1,0,0
C00603,9.801944444,-1.914351852,9.801944444,1.078796296,0.32878224,134.091,128.043,134.0327567,52,1,0,1,1,0,0
C00606,9.881944444,-2.122067901,9.881944444,0.421296296,0.433679609,153.159,146.103,153.0095787,54,1,1,0,1,0,0
C00609,9.444861111,0.516944444,9.444861111,0.516944444,0.422675054,57.072,52.032,57.03403978,23,1,0,0,1,0,0
C00613,11.4526392,-0.406242441,11.4526392,0.035302868,0.202051585,199.214,186.11,199.1069247,78,1,1,1,0,0,0
C00615,11.50017385,-0.448333333,11.50017385,0.040866402,0.56424275,180.167,172.103,180.0647255,68,0,1,0,0,1,0
C00617,12.1510731,-5.723421043,12.1510731,0.699716053,0.123866172,580.285,558.109,580.0342851,210,0,1,0,1,0,0
C00618,10.73287037,-2.392407407,10.73287037,0.903526077,0.28931315,194.139,184.059,194.0426527,76,1,1,0,1,0,0
C00620,10.37142621,-4.79350907,10.37142621,0.584081948,0.336372885,230.109,219.021,230.0191539,84,0,1,0,0,1,0
C00621,11.40887272,-5.066625401,11.40887272,0.105273146,0.123354065,520.584,474.216,520.2718771,198,0,1,1,0,0,0
C00623,9.931102608,-4.503881173,9.931102608,0.56867284,0.382183951,172.073,163.001,172.0136746,62,1,1,1,0,0,0
C00625,10.85202279,-1.414212963,10.85202279,0.21171438,0.32925256,206.174,194.078,206.0664621,81,1,1,0,0,0,0
C00628,10.30287037,-1.26537037,10.30287037,0.18037037,0.522491225,154.121,148.073,154.0266087,58,1,0,0,1,0,0
C00630,12.63980227,-5.561815476,12.63980227,0.017425352,0.058898285,837.632,795.296,837.1570738,300,1,1,0,0,1,0
C00631,10.00277778,-4.83308642,10.00277778,0.985671296,0.395190948,186.056,179,185.9929392,66,0,1,1,1,1,0
C00632,10.38287037,-1.14037037,10.38287037,0.078703704,0.408715855,153.137,146.081,153.0425931,58,1,1,0,1,0,0
C00634,11.74965775,-5.119687658,11.74965775,0.610847663,0.190902557,459.382,438.214,459.0682754,172,0,1,0,1,0,0
C00638,9.639305556,-0.648148148,9.639305556,0.337777778,0.51423342,73.071,68.031,73.0289544,29,1,0,0,1,0,1
C00640,12.64438027,-5.570646669,12.64438027,0.027246035,0.04762862,838.596,799.284,838.1285133,299,1,0,0,1,0,0
C00641,10.51064909,-0.655462963,10.51064909,0.003240741,0.589971265,146.098,140.05,146.0215233,56,0,1,1,0,0,0
C00642,10.1911352,-0.865102041,10.1911352,0.000277778,0.664694085,152.149,144.085,152.0473441,58,1,0,0,1,0,1
C00643,10.64394794,-1.032867536,10.64394794,0.150228175,0.615140715,220.228,208.132,220.0847922,84,1,1,0,1,0,0
C00644,10.24579208,-4.784797878,10.24579208,0.842959459,0.230354228,262.151,247.031,262.0453687,98,1,0,1,0,0,0
C00645,10.74091167,-1.454212963,10.74091167,0.46171438,0.337238895,221.209,206.089,221.0899372,88,0,1,1,0,1,0
C00647,10.51412541,-4.538696421,10.51412541,0.036751386,0.558968468,248.175,235.071,248.0562081,90,1,1,0,0,0,0
C00652,10.41046296,-1.502638889,10.41046296,0.468287037,0.361531935,148.114,140.05,148.0371734,58,1,0,1,0,0,0
C00653,10.87979285,-4.031699539,10.87979285,0.076130362,0.386259057,214.11,203.022,214.0242393,78,0,1,0,0,0,1
C00655,11.64011272,-4.781294419,11.64011272,0.044855167,0.306523054,364.207,351.103,364.0420146,132,0,1,1,0,0,1
C00664,12.34572382,-1.316641179,12.34572382,0.029219163,0.16556204,472.462,448.27,472.1818805,180,0,1,0,1,0,0
C00666,10.23630212,-1.079725529,10.23630212,0.246342593,0.424310401,190.199,176.087,190.0953569,76,0,1,0,0,1,0
C00668,10.36860654,-4.730487804,10.36860654,0.729876543,0.288909135,260.135,247.031,260.0297186,96,0,1,1,0,1,0
C00669,11.18696681,-1.197426103,11.18696681,0.035657281,0.356169358,250.276,236.164,250.0623425,92,1,0,0,1,0,1
C00671,10.47430556,-1.329305556,10.47430556,0.344907407,0.571525741,130.143,120.063,130.0629942,52,1,1,0,1,0,0
C00672,10.33698176,-4.596147959,10.33698176,0.059189815,0.42501967,214.11,203.022,214.0242393,78,0,1,0,0,1,0
C00673,10.24869284,-4.537174194,10.24869284,0.023001386,0.42501967,214.11,203.022,214.0242393,78,0,1,0,1,0,0
C00676,10.32681784,-4.435133377,10.32681784,0.006190476,0.508248918,197.103,187.023,197.0214997,71,0,1,1,0,0,0
C00677,11.38463262,-5.51641443,11.38463262,0.060621838,0.362675432,357.061,344.965,356.9541607,119,1,1,0,0,0,0
C00680,10.23630212,-1.079725529,10.23630212,0.246342593,0.424310401,190.199,176.087,190.0953569,76,1,0,0,1,0,1
C00681,10.33276924,-4.551836813,10.33276924,0.289351852,0.493452406,199.075,191.011,199.0007642,71,1,1,1,0,0,0
C00682,9.852966742,-1.420787982,9.852966742,0.477808012,0.256454979,142.11,136.062,142.0266087,54,1,0,0,1,0,0
C00683,12.64290318,-5.589364337,12.64290318,0.018296055,0.038295526,867.614,827.294,867.131253,310,0,1,1,1,0,0
C00689,10.76754799,-4.91516981,10.76754799,0.737129717,0.181865485,422.276,399.092,422.082542,160,0,1,1,0,0,0
C00691,10.76037037,-1.834814815,10.76037037,1.083055556,0.261085751,178.14,168.06,178.047738,70,1,1,0,1,0,0
C00695,11.46988552,-0.748183309,11.46988552,0.095681411,0.571136456,408.579,368.259,408.2875744,166,1,1,0,0,0,1
C00705,11.70204598,-5.241940409,11.70204598,0.005077021,0.361364242,387.178,372.058,387.0232669,136,1,1,1,0,0,0
C00707,9.74412037,-0.802083333,9.74412037,0.051712963,0.550365954,263.222,248.102,263.0766924,103,0,1,1,0,0,0
C00708,0,0,0,0,0.304103155,126.904,126.904,126.9050216,8,1,1,0,0,0,0
C00715,11.12148148,-0.369814815,11.12148148,0.049074074,0.534505897,163.14,158.1,163.0494098,60,1,0,1,0,0,0
C00718,9.618425926,-0.927962963,9.618425926,0.021851852,0.448189568,162.141,152.061,162.0528234,64,0,1,0,0,1,0
C00726,7.430555556,0.069444444,7.430555556,0.069444444,0.365929859,26.018,26.018,26.003074,9,1,1,1,0,0,0
C00729,9.381111111,-0.005833333,9.381111111,0.005833333,0.533849071,141.214,126.094,141.1153641,58,1,1,0,0,0,0
C00735,12.36157077,-1.543731524,12.36157077,0.069679233,0.696016441,362.466,332.226,362.2093241,144,1,1,0,0,1,0
C00737,9.119537037,-1.568935185,9.119537037,0.525787037,0.290152855,180.156,168.06,180.0633881,72,1,1,0,0,0,0
C00739,10.13722175,-0.933313492,10.13722175,0.52037037,0.457177159,146.19,132.078,146.1055277,60,0,1,0,1,1,1
C00740,9.645324074,-1.178240741,9.645324074,0.50462963,0.394240349,105.093,98.037,105.0425931,42,0,0,0,1,0,1
C00750,5.377234496,0.785361422,5.377234496,0.785361422,0.345280606,202.346,176.138,202.2157468,86,1,0,0,0,0,1
C00751,2.433949767,1.170646769,2.433949767,1.170646769,0.185870429,410.73,360.33,410.3912516,170,1,1,0,1,1,0
C00755,10.24874528,0.039907407,10.24874528,0.039907407,0.647743857,152.149,144.085,152.0473441,58,1,1,0,0,0,0
C00760,9.618425926,-0.927962963,9.618425926,0.021851852,0.448189568,162.141,152.061,162.0528234,64,1,1,1,0,0,0
C00766,11.98924367,-0.154074074,11.98924367,0.15342876,0.741729588,224.259,212.163,224.0837296,84,1,1,0,0,1,0
C00774,11.98688177,-0.446105442,11.98688177,0.093919123,0.641341435,274.272,260.16,274.0841235,104,0,1,1,0,0,0
C00777,10.53400527,-0.912324396,10.53400527,0.259688494,0.529573196,300.442,272.218,300.2089301,120,1,1,0,0,0,0
C00779,11.42642668,-0.711851852,11.42642668,0.033070673,0.564410739,194.186,184.106,194.0579088,74,1,0,0,1,0,0
C00780,9.29614229,0.296640212,9.29614229,0.296640212,0.646845263,176.219,164.123,176.094963,68,1,1,0,0,0,0
C00788,9.480601852,-0.669907407,9.480601852,0.180178099,0.510156889,183.207,170.103,183.0895433,72,1,1,0,0,0,0
C00792,10.21500031,-1.002013889,10.21500031,0.112132937,0.200275137,174.204,160.092,174.1116757,70,1,1,1,0,0,0
C00794,8.95662037,-1.669305556,8.95662037,0.725818216,0.261262653,182.172,168.06,182.0790382,74,1,1,0,0,0,0
C00795,9.24337963,-2.168009259,9.24337963,0.32412037,0.290178193,180.156,168.06,180.0633881,72,0,1,0,0,1,0
C00798,12.59807633,-5.554722514,12.59807633,0.030937289,0.041066434,795.551,759.263,795.1101236,282,0,1,1,0,0,0
C00799,12.26889267,0.012083333,12.26889267,0.012083333,0.630772226,222.243,212.163,222.0680796,82,1,1,0,0,0,0
C00805,10.26175926,-1.11287037,10.26175926,0.06712963,0.610258506,138.122,132.074,138.0316941,52,1,1,0,1,0,1
C00810,9.893518519,-0.787037037,9.893518519,0.185185185,0.487857778,88.106,80.042,88.0524295,36,1,0,0,0,1,0
C00811,10.10337176,-0.983263889,10.10337176,0.168958333,0.650833873,164.16,156.096,164.0473441,62,1,1,0,1,0,1
C00814,12.48261204,-0.36211404,12.48261204,0.042701903,0.756009917,284.267,272.171,284.0684735,106,1,1,0,0,0,0
C00817,10.09087065,-2.197962963,10.09087065,0.842692744,0.268053512,196.155,184.059,196.0583027,78,1,0,0,1,0,0
C00818,10.08746929,-2.362037037,10.08746929,1.838760393,0.273973378,210.138,200.058,210.0375673,82,0,1,0,1,0,0
C00819,10.10008409,-1.109953704,10.10008409,0.021296296,0.456091774,146.146,136.066,146.0691422,58,0,1,1,0,0,0
C00825,10.97518692,-1.477578229,10.97518692,0.115348816,0.167133518,483.519,446.223,483.2540424,194,1,1,0,0,0,1
C00826,11.10845522,-1.447384259,11.10845522,0.252592593,0.473264906,227.216,214.112,227.0793725,88,1,1,0,1,0,0
C00827,12.62980227,-5.572895809,12.62980227,0.025145973,0.051120421,839.604,799.284,839.1363383,300,0,1,0,1,0,0
C00831,11.52796714,-1.30277497,11.52796714,0.144634275,0.364692537,278.374,256.198,278.1300282,106,0,1,1,0,0,0
C00836,9.609835416,-0.539159029,9.609835416,0.125385803,0.375186453,301.515,262.203,301.2980795,128,1,1,0,0,0,0
C00842,12.17482452,-5.536389335,12.17482452,0.171907392,0.135345166,564.33,538.122,564.075756,206,1,0,0,1,1,0
C00846,10.51375,-1.221862245,10.51375,0.206712963,0.547439268,160.125,152.061,160.0371734,62,1,1,0,0,0,0
C00850,10.13398526,-4.377175926,10.13398526,0.092592593,0.675433949,174.177,168.129,173.9986797,60,0,1,1,0,0,0
C00852,11.82684776,-2.309469967,11.82684776,0.326853402,0.23408528,354.311,336.167,354.0950822,136,0,1,1,0,0,0
C00853,14.44595558,-5.077909399,14.44595558,0.02390246,0.060392162,1330.378,1240.666,1329.572151,500,1,1,0,0,0,0
C00857,12.41463215,-5.38434646,12.41463215,0.046389389,0.078023765,665.422,638.206,665.1004138,240,0,1,1,0,0,1
C00858,12.42177871,-0.128317744,12.42177871,0.067451366,0.775102982,268.268,256.172,268.0735589,100,1,1,0,0,0,0
C00868,12.91023453,-5.230782395,12.91023453,0.580141346,0.08203728,714.356,685.124,714.0475658,256,0,1,0,0,1,0
C00879,10.08746929,-2.362037037,10.08746929,1.838760393,0.273973378,210.138,200.058,210.0375673,82,0,1,0,1,0,0
C00881,11.47642621,-0.778284203,11.47642621,0.137503333,0.564767295,227.22,214.116,227.0906059,88,0,1,1,0,0,0
C00882,12.40533842,-5.347226041,12.40533842,0.054041805,0.06956081,687.562,652.282,687.1488784,248,0,1,1,0,0,0
C00885,10.67350403,-1.417962963,10.67350403,0.258621504,0.45689443,226.184,216.104,226.047738,86,0,1,1,1,0,0
C00898,9.771851852,-2.266203704,9.771851852,1.768611111,0.365229185,150.086,144.038,150.0164379,58,1,0,0,1,1,0
C00899,8.805606222,0.098498764,8.805606222,0.098498764,0.660593388,286.459,256.219,286.2296656,116,1,1,0,0,0,0
C00900,10.27611111,-2.222222222,10.27611111,0.768518519,0.492314319,132.115,124.051,132.0422587,52,1,1,0,0,1,0
C00909,10.405416,-0.733086206,10.405416,0.169887567,0.21955254,318.457,288.217,318.2194948,128,0,0,1,1,0,0
C00916,12.39627564,-1.311817758,12.39627564,0.001463513,0.266085288,415.424,394.256,415.1049356,154,1,1,1,0,0,0
C00933,11.65023699,-0.417167895,11.65023699,0.076229328,0.47137889,310.37,286.178,310.1648993,122,0,1,1,0,0,0
C00935,12.06868984,-5.473741653,12.06868984,0.602213337,0.146374489,536.276,514.1,536.0444559,194,0,1,0,0,1,0
C00951,10.37248662,-0.08827339,10.37248662,0.08827339,0.757169744,272.388,248.196,272.17763,108,1,1,0,0,0,0
C00954,10.49646589,-0.801154573,10.49646589,0.073425926,0.730678488,175.187,166.115,175.0633285,66,1,1,0,1,0,1
C00956,10.10257039,-1.087602986,10.10257039,0.026805556,0.511405602,161.157,150.069,161.0688078,64,1,1,0,0,0,1
C00965,9.632037037,-0.8825,9.632037037,0.149351852,0.430138289,162.141,152.061,162.0528234,64,0,1,1,0,0,0
C00966,10.63606481,-1.50087963,10.63606481,0.446296296,0.533900261,146.142,136.062,146.0579088,58,0,1,0,1,0,0
C00982,13.22170073,-0.109080478,13.22170073,0.109080478,0.448920722,407.473,386.305,407.1633769,152,1,1,0,0,0,0
C00986,5.059027778,0.71875,5.059027778,0.71875,0.45451181,74.127,64.047,74.08439832,32,1,1,0,0,0,0
C00989,9.647083333,-0.852731482,9.647083333,0.035416667,0.52285168,104.105,96.041,104.0473441,42,1,1,0,0,0,1
C00993,10.75824074,-1.07037037,10.75824074,0.458425926,0.489453742,160.173,148.077,160.0847922,64,0,0,1,0,0,1
C01005,9.982028534,-4.602615741,9.982028534,0.708719136,0.392074541,185.072,177.008,185.0089236,66,0,1,1,0,0,1
C01013,9.439305556,-0.960648148,9.439305556,0.152777778,0.478112677,90.078,84.03,90.03169405,36,1,0,1,0,0,0
C01019,9.088287037,-1.429444444,9.088287037,0.663518519,0.326215781,164.157,152.061,164.0684735,66,1,1,0,0,1,0
C01026,9.768055556,-0.787037037,9.768055556,0.111111111,0.518172409,103.121,94.049,103.0633285,42,1,1,0,0,0,0
C01029,10.47716318,0.051936045,10.47716318,0.051936045,0.462587476,187.287,166.119,187.1684623,78,1,0,1,0,0,0
C01040,10.59031557,-1.628518519,10.59031557,0.637175926,0.335314354,178.14,168.06,178.047738,70,1,0,1,0,0,0
C01042,10.37272298,-1.354074074,10.37272298,0.566064815,0.510675744,175.14,166.068,175.0480724,68,0,0,1,0,0,1
C01050,12.71579931,-5.741135736,12.71579931,0.708855413,0.0893181,679.418,648.17,679.102699,250,1,0,0,0,0,1
C01051,12.35706641,-1.275557459,12.35706641,0.12790134,0.053465402,836.804,792.452,836.2752313,320,0,1,0,1,0,0
C01060,10.56230127,-1.020285809,10.56230127,0.22578373,0.632733152,432.983,423.911,432.8671891,82,1,1,0,0,0,0
C01063,12.67318212,-5.583781931,12.67318212,0.022609626,0.045137916,909.695,863.327,909.1782031,328,1,1,0,0,0,0
C01068,10.16528667,-4.7132196,10.16528667,0.783593868,0.268359385,232.125,219.021,232.034804,86,1,1,0,0,0,0
C01081,10.66037238,-4.412252077,10.66037238,0.026376185,0.520727898,345.341,327.197,345.0780891,120,0,1,1,0,0,0
C01083,9.838983135,-1.722065382,9.838983135,0.667174482,0.243258468,342.297,320.121,342.1162115,136,0,1,1,0,0,0
C01086,12.64438027,-5.570646669,12.64438027,0.027246035,0.04762862,838.596,799.284,838.1285133,299,1,0,0,1,0,0
C01090,10.21378708,-0.044020692,10.21378708,0.040014658,0.713621853,292.463,260.207,292.2402303,120,1,0,0,0,1,0
